#,Image,Name,Description,Common Location,Properties
286,https://www.zeldadungeon.net/wiki/images/thumb/f/fe/Hyrule-Compendium-Farmers-Pitchfork.png/72px-Hyrule-Compendium-Farmers-Pitchfork.png,Farmer's Pitchfork,A farming tool used to collect hay efficiently. It's light enough to be used by anyone. The four prongs are very sharp.,"East Necluda,West Necluda",7 Attack
287,https://www.zeldadungeon.net/wiki/images/thumb/d/d8/Hyrule-Compendium-Fishing-Harpoon.png/72px-Hyrule-Compendium-Fishing-Harpoon.png,Fishing Harpoon,A fisherman's tool that excels at catching large fish. Its particularly sharp spearhead makes it valuable as a weapon as well.,"East Necluda,Lake Hylia",8 Attack
288,https://www.zeldadungeon.net/wiki/images/thumb/6/61/Hyrule-Compendium-Throwing-Spear.png/72px-Hyrule-Compendium-Throwing-Spear.png,Throwing Spear,"A specialized spear weighted to excel as a throwing weapon. It's perfectly balanced to be thrown harder than your average spear, able to pierce targets from a great distance.","West Necluda,Hyrule Field",6 Attack
289,https://www.zeldadungeon.net/wiki/images/thumb/c/c5/Hyrule-Compendium-Travelers-Spear.png/72px-Hyrule-Compendium-Travelers-Spear.png,Traveler's Spear,A spear used mainly by travelers to fend off wolves and other beasts. It's easy to hold and simple to use.,"Hyrule Field,West Necluda",3 Attack
290,https://www.zeldadungeon.net/wiki/images/thumb/6/6f/Hyrule-Compendium-Soldiers-Spear.png/72px-Hyrule-Compendium-Soldiers-Spear.png,Soldier's Spear,"A long spear once used by the guards of Hyrule Castle. Easy to use but difficult to master. The iron tip is very sturdy, and the shaft will not burn when exposed to flame.","Hyrule Field,Faron Grasslands",7 Attack
291,https://www.zeldadungeon.net/wiki/images/thumb/a/a1/Hyrule-Compendium-Knights-Halberd.png/72px-Hyrule-Compendium-Knights-Halberd.png,Knight's Halberd,A spear used by knights adept in mounted combat. The spearhead is modeled after an axe.,"Tabantha Frontier,Gerudo Desert",13 Attack
292,https://www.zeldadungeon.net/wiki/images/thumb/b/bb/Hyrule-Compendium-Royal-Halberd.png/72px-Hyrule-Compendium-Royal-Halberd.png,Royal Halberd,This spear was issued to the knights who guarded Hyrule Castle's throne room. Its ornate design was applied by a craftsman in service to the royal family.,"Gerudo Highlands,Tabantha Frontier",26 Attack
293,https://www.zeldadungeon.net/wiki/images/thumb/1/12/Hyrule-Compendium-Forest-Dwellers-Spear.png/72px-Hyrule-Compendium-Forest-Dwellers-Spear.png,Forest Dweller's Spear,"The Koroks made this spear for Hylians. The shaft is made from a light, sturdy wood, offering ease of use. The spearhead is made from a much harder wood, offering strength.","Great Hyrule Forest,Hyrule Ridge",11 Attack
294,https://www.zeldadungeon.net/wiki/images/thumb/9/93/Hyrule-Compendium-Zora-Spear.png/72px-Hyrule-Compendium-Zora-Spear.png,Zora Spear,This spear is a Zora's weapon of choice. It's lighter than it looks due to being made from a special metal and is used by the Zora for both fishing and protecting their domain.,"Lanayru Great Spring,Lake Hylia",9 Attack
295,https://www.zeldadungeon.net/wiki/images/thumb/a/a1/Hyrule-Compendium-Silverscale-Spear.png/72px-Hyrule-Compendium-Silverscale-Spear.png,Silverscale Spear,A most skilled Zora fighters wield this spear. Its beautiful fish-tail design belies its impressive strength; the spearhead can piece even the toughest scales.,"Akkala Highlands,Lanayru Great Spring",12 Attack
296,https://www.zeldadungeon.net/wiki/images/thumb/f/f1/Hyrule-Compendium-Ceremonial-Trident.png/72px-Hyrule-Compendium-Ceremonial-Trident.png,Ceremonial Trident,"A spear modeled after the Lightscale trident wielded by the Zora Champion Mipha. They may be identical in appearance, but this spear's strength and durability are inferior.",Lanayru Great Spring,14 Attack
297,https://www.zeldadungeon.net/wiki/images/thumb/4/46/Hyrule-Compendium-Lightscale-Trident.png/72px-Hyrule-Compendium-Lightscale-Trident.png,Lightscale Trident,"A spear of peerless grace cherished by the Zora Champion Mipha. Although Mipha specialized in healing abilities, her spearmanship was in a class all its own.",Lanayru Great Spring,22 Attack
298,https://www.zeldadungeon.net/wiki/images/thumb/a/a5/Hyrule-Compendium-Drillshaft.png/72px-Hyrule-Compendium-Drillshaft.png,Drillshaft,"Goron artisans used recycled metal to forge this weapon. The tip is made from an old excavation bore, which affords it unmatched piercing capabilities.","Eldin Canyon,Hebra Mountains",14 Attack
299,https://www.zeldadungeon.net/wiki/images/thumb/d/dc/Hyrule-Compendium-Feathered-Spear.png/72px-Hyrule-Compendium-Feathered-Spear.png,Feathered Spear,"Its lightweight design is a hallmark of Rito craftsmanship. It's made from light and sturdy materials, which afford Rito warriors ease of use during aerial combat.","Tabantha Frontier,Hyrule Field",10 Attack
300,https://www.zeldadungeon.net/wiki/images/thumb/7/73/Hyrule-Compendium-Gerudo-Spear.png/72px-Hyrule-Compendium-Gerudo-Spear.png,Gerudo Spear,"This spear's center of gravity is in its tip, making it a bit unwieldy for the average fighter. But in the hands of a skilled Gerudo warrior, it's a weapon of reliable strength.","Gerudo Desert,Gerudo Highlands",16 Attack
301,https://www.zeldadungeon.net/wiki/images/thumb/2/27/Hyrule-Compendium-Serpentine-Spear.png/72px-Hyrule-Compendium-Serpentine-Spear.png,Serpentine Spear,The spearhead of this weapon is uniquely Sheikah in design. Spear masters of the Sheikah tribe can use the crescent shape to snag their opponents and deliver brutal cuts.,"East Necluda,Hyrule Field",12 Attack
302,https://www.zeldadungeon.net/wiki/images/thumb/7/76/Hyrule-Compendium-Ancient-Spear.png/72px-Hyrule-Compendium-Ancient-Spear.png,Ancient Spear,This spear is the result of countless hours of research into the ancient technology used by Guardians. The glowing spearhead has piercing potential.,Unknown,30 Attack
303,https://www.zeldadungeon.net/wiki/images/thumb/0/0d/Hyrule-Compendium-Rusty-Halberd.png/72px-Hyrule-Compendium-Rusty-Halberd.png,Rusty Halberd,"A rusty polearm likely used by knights from an age past. The spearhead is in bad shape due to prolonged exposure to the elements, so its durability is low.","Hyrule Field,Great Hyrule Forest",5 Attack
304,https://www.zeldadungeon.net/wiki/images/thumb/c/c6/Hyrule-Compendium-Royal-Guards-Spear.png/72px-Hyrule-Compendium-Royal-Guards-Spear.png,Royal Guard's Spear,"This Sheikah-made spear was created using ancient technology to combat the Calamity. Its attack power is very high, but a critical design flaw left it with poor durability.",Unknown,32 Attack
305,https://www.zeldadungeon.net/wiki/images/thumb/4/42/Hyrule-Compendium-Flamespear.png/72px-Hyrule-Compendium-Flamespear.png,Flamespear,A magical spear forged in the magma of Death Mountain. Attack when the blade glows to expel powerful flames.,"Hyrule Field,Hebra Mountains",24 Attack
306,https://www.zeldadungeon.net/wiki/images/thumb/1/11/Hyrule-Compendium-Frostspear.png/72px-Hyrule-Compendium-Frostspear.png,Frostspear,A magical spear forged from ancient ice taken from the Hebra Mountains. Attack when the blade glows blue to chill the air and freeze your foe.,"Hebra Mountains,Hyrule Field",20 Attack
307,https://www.zeldadungeon.net/wiki/images/thumb/a/a2/Hyrule-Compendium-Thunderspear.png/72px-Hyrule-Compendium-Thunderspear.png,Thunderspear,A magical spear that contains thunder from Thundra Plateau in its tip. Attack when the blade glows with a golden light to unleash an electric attack.,"Hyrule Ridge,Hyrule Field",22 Attack
308,https://www.zeldadungeon.net/wiki/images/thumb/6/63/Hyrule-Compendium-Boko-Spear.png/72px-Hyrule-Compendium-Boko-Spear.png,Boko Spear,"A spear haphazardly carved from a large tree branch. It looks like its original intent was for skewering meat and cooking it, but it does have some combat merit as well.","West Necluda,Hyrule Field",2 Attack
309,https://www.zeldadungeon.net/wiki/images/thumb/0/03/Hyrule-Compendium-Spiked-Boko-Spear.png/72px-Hyrule-Compendium-Spiked-Boko-Spear.png,Spiked Boko Spear,"A Boko spear enhanced with sharpened animal bones. It's light, easy to use, and deals a decent amount of damage.","Faron Grasslands,East Necluda",6 Attack
310,https://www.zeldadungeon.net/wiki/images/thumb/6/69/Hyrule-Compendium-Dragonbone-Boko-Spear.png/72px-Hyrule-Compendium-Dragonbone-Boko-Spear.png,Dragonbone Boko Spear,This Boko spear has been strengthened with fossilized bones. The bones are positioned outward so the fangs bite at the opponent. Beware Bokoblins carrying this weapon.,"Necluda Sea,Hyrule Ridge",12 Attack
311,https://www.zeldadungeon.net/wiki/images/thumb/5/5d/Hyrule-Compendium-Moblin-Spear.png/72px-Hyrule-Compendium-Moblin-Spear.png,Moblin Spear,"This wooden spear is most often used by Moblins. It's made from a hastily whittled tree, so its stabbing power and durability are both pretty low.","Faron Grasslands,Gerudo Highlands",4 Attack
312,https://www.zeldadungeon.net/wiki/images/thumb/a/a9/Hyrule-Compendium-Spiked-Moblin-Spear.png/72px-Hyrule-Compendium-Spiked-Moblin-Spear.png,Spiked Moblin Spear,"This Moblin-made spear uses a horned animal bone as the spearhead. Like many Moblin weapons it's sloppily made, but this one packs some respective piercing power.","Gerudo Highlands,Akkala Highlands",9 Attack
313,https://www.zeldadungeon.net/wiki/images/thumb/c/c2/Hyrule-Compendium-Dragonbone-Moblin-Spear.png/72px-Hyrule-Compendium-Dragonbone-Moblin-Spear.png,Dragonbone Moblin Spear,"This spear is a fan favorite among Moblins. The spearhead is made from fossilized bones adorned with spikes, which greatly increases its stabbing power.","Hebra Mountains,Eldin Mountains",15 Attack
314,https://www.zeldadungeon.net/wiki/images/thumb/3/3e/Hyrule-Compendium-Lizal-Spear.png/72px-Hyrule-Compendium-Lizal-Spear.png,Lizal Spear,"The brutal, ripping edge of this weapon's spearhead is a distinctly Lizalfos design. Its low durability doesn't lend itself to extended use.","Lanayru Wetlands,East Necluda",7 Attack
315,https://www.zeldadungeon.net/wiki/images/thumb/0/00/Hyrule-Compendium-Enhanced-Lizal-Spear.png/72px-Hyrule-Compendium-Enhanced-Lizal-Spear.png,Enhanced Lizal Spear,"Judging by the harpoon-like spearhead of this Lizalfos-made spear, the Lizalfos use it for fishing as well as combat. Try not to get caught on the wrong end of its barbs.","Tabantha Frontier,Gerudo Desert",12 Attack
316,https://www.zeldadungeon.net/wiki/images/thumb/6/62/Hyrule-Compendium-Forked-Lizal-Spear.png/72px-Hyrule-Compendium-Forked-Lizal-Spear.png,Forked Lizal Spear,"Skilled Lizalfos warriors tend to favor this spear. What it lacks in piercing power, it makes up for with the brutal wounds its dual ripping blades will inflict.","Eldin Canyon,Akkala Highlands",18 Attack
317,https://www.zeldadungeon.net/wiki/images/thumb/7/7a/Hyrule-Compendium-Guardian-Spear.png/72px-Hyrule-Compendium-Guardian-Spear.png,Guardian Spear,"Wielded by Guardian Scouts, this spear has a high piercing power and is a testament to the Sheikah's high level of technology. The spearhead appears only when brandished.","Hyrule Field,Hebra Mountains",10 Attack
318,https://www.zeldadungeon.net/wiki/images/thumb/b/bf/Hyrule-Compendium-Guardian-Spear%2B.png/72px-Hyrule-Compendium-Guardian-Spear%2B.png,Guardian Spear+,"The tip of this Guardian spear has been enlarged and strengthened. It's a bit shorter than your average spear, perhaps to facilitate use in tight spaces.","Gerudo Highlands,Hyrule Field",15 Attack
319,https://www.zeldadungeon.net/wiki/images/thumb/5/5e/Hyrule-Compendium-Guardian-Spear%2B%2B.png/72px-Hyrule-Compendium-Guardian-Spear%2B%2B.png,Guardian Spear++,"This guardian spear's output has been boosted to the maximum. The spearhead is designed for optimal stabbing, capable of easily piercing most armor.","Hebra Mountains,Akkala Highlands",20 Attack
320,https://www.zeldadungeon.net/wiki/images/thumb/2/23/Hyrule-Compendium-Lynel-Spear.png/72px-Hyrule-Compendium-Lynel-Spear.png,Lynel Spear,"The crescent-shaped spearhead of this Lynel-made weapon gives it poor balance, making it difficult to wield. Lynels, however, can swing it effectively with one hand.","Gerudo Highlands,West Necluda",14 Attack
321,https://www.zeldadungeon.net/wiki/images/thumb/7/75/Hyrule-Compendium-Mighty-Lynel-Spear.png/72px-Hyrule-Compendium-Mighty-Lynel-Spear.png,Mighty Lynel Spear,"The weight and cutting edge of this Lynel-made spear have both been enhanced. It's immensely heavy for a Hylian, but a Lynel can cleave through rock with a single swing.","Great Hyrule Forest,Deep Akkala",20 Attack
322,https://www.zeldadungeon.net/wiki/images/thumb/c/cf/Hyrule-Compendium-Savage-Lynel-Spear.png/72px-Hyrule-Compendium-Savage-Lynel-Spear.png,Savage Lynel Spear,White-haired Lynels favor this brutal spear. Its axe-like spearhead and exceptional weight give it absolute destructive power.,"Gerudo Highlands,Hebra Mountains",30 Attack
323,https://www.zeldadungeon.net/wiki/images/thumb/6/62/Hyrule-Compendium-Bow-of-Light.png/72px-Hyrule-Compendium-Bow-of-Light.png,Bow of Light,"Princess Zelda gave you this bow and arrow for the battle with Dark Beast Ganon. When wielded by the hero, it fires arrows of pure light strong enough to oppose the Calamity.",Unknown,100 Attack
324,https://www.zeldadungeon.net/wiki/images/thumb/c/c8/Hyrule-Compendium-Wooden-Bow.png/72px-Hyrule-Compendium-Wooden-Bow.png,Wooden Bow,"This wooden bow may not be the most reliable for battling monsters, but is excellent for hunting small animals.","Hyrule Field,West Necluda",4 Attack
325,https://www.zeldadungeon.net/wiki/images/thumb/b/bd/Hyrule-Compendium-Travelers-Bow.png/72px-Hyrule-Compendium-Travelers-Bow.png,Traveler's Bow,"A small bow used by travelers for protection. It doesn't do a lot of damage, but it can be used to attack foes from a distance.","Hyrule Field,West Necluda",5 Attack
326,https://www.zeldadungeon.net/wiki/images/thumb/b/b9/Hyrule-Compendium-Soldiers-Bow.png/72px-Hyrule-Compendium-Soldiers-Bow.png,Soldier's Bow,"A bow designed for armed conflict. Inflicts more damage than a civilian bow, but it will still burn if it touches fire.","Hyrule Field,Faron Grasslands",14 Attack
327,https://www.zeldadungeon.net/wiki/images/thumb/0/03/Hyrule-Compendium-Knights-Bow.png/72px-Hyrule-Compendium-Knights-Bow.png,Knight's Bow,"The sturdy metal construction of this bow offers superior durability, while its lack of firing quirks makes it quite reliable. Once favored by the knights at Hyrule Castle.","Gerudo Desert,Tabantha Frontier",26 Attack
328,https://www.zeldadungeon.net/wiki/images/thumb/2/2f/Hyrule-Compendium-Royal-Bow.png/72px-Hyrule-Compendium-Royal-Bow.png,Royal Bow,"In the past, the king of Hyrule presented this bow to only the most talented archers in the land. Its combat capabilities are as impressive as its extravagant design.","Tabantha Frontier,Hebra Mountains",38 Attack
329,https://www.zeldadungeon.net/wiki/images/thumb/9/98/Hyrule-Compendium-Forest-Dweller%27s-Bow.png/72px-Hyrule-Compendium-Forest-Dweller%27s-Bow.png,Forest Dweller's Bow,"The Koroks made this bow for Hylians. It's crafted from flexible wood and uses sturdy vines for the bowstring. Its construction may be simple, but it fires multiple arrows at once.","Tabantha Frontier,Hyrule Ridge",15 Attack
330,https://www.zeldadungeon.net/wiki/images/thumb/9/9f/Hyrule-Compendium-Silver-Bow.png/72px-Hyrule-Compendium-Silver-Bow.png,Silver Bow,"A bow favored by the Zora for fishing. It doesn't boast the highest firepower, but the special metal it's crafted from prioritizes durability.","Lanayru Great Spring,Akkala Highlands",15 Attack
331,https://www.zeldadungeon.net/wiki/images/thumb/8/85/Hyrule-Compendium-Swallow-Bow.png/72px-Hyrule-Compendium-Swallow-Bow.png,Swallow Bow,"This bow is a favorite among Rito warriors. The bowstring has been specially engineered for aerial combat, which allows it to be drawn faster than a normal bow.","Tabantha Frontier,Hebra Mountains",9 Attack
332,https://www.zeldadungeon.net/wiki/images/thumb/1/1d/Hyrule-Compendium-Falcon-Bow.png/72px-Hyrule-Compendium-Falcon-Bow.png,Falcon Bow,"A highly refined Rito-made bow created by a master Rito craftsman. Rito warriors favor it for its superior rate of fire, which helps them excel even further at aerial combat.","Tabantha Frontier,Hebra Mountains",20 Attack
333,https://www.zeldadungeon.net/wiki/images/thumb/4/48/Hyrule-Compendium-Great-Eagle-Bow.png/72px-Hyrule-Compendium-Great-Eagle-Bow.png,Great Eagle Bow,"A bow without equal wielded by the Rito Champion, Revali. It's said that Revali could loose arrows with the speed of a gale, making him supreme in aerial combat.",Tabantha Frontier,28 Attack
334,https://www.zeldadungeon.net/wiki/images/thumb/3/31/Hyrule-Compendium-Golden-Bow.png/72px-Hyrule-Compendium-Golden-Bow.png,Golden Bow,"This Gerudo-made bow is popular for the fine ornamentations along its limbs. Designed for hunting and warfare alike, this bow was engineered to strike distant targets.","Gerudo Highlands,Gerudo Desert",14 Attack
335,https://www.zeldadungeon.net/wiki/images/thumb/c/c5/Hyrule-Compendium-Phrenic-Bow.png/72px-Hyrule-Compendium-Phrenic-Bow.png,Phrenic Bow,A bow passed down through the Sheikah tribe. Concentrating before drawing the string will allow you to target distant enemies as easily as those nearby.,"West Necluda,Lake Hylia",10 Attack
336,https://www.zeldadungeon.net/wiki/images/thumb/8/8c/Hyrule-Compendium-Ancient-Bow.png/72px-Hyrule-Compendium-Ancient-Bow.png,Ancient Bow,This bow is the result of Robbie's research. Ancient Sheikah technology affords it heightened functionality. Arrows fired from it travel in a perfectly straight line.,Unknown,44 Attack
337,https://www.zeldadungeon.net/wiki/images/thumb/6/65/Hyrule-Compendium-Royal-Guards-Bow.png/72px-Hyrule-Compendium-Royal-Guards-Bow.png,Royal Guard's Bow,"This prototype Sheikah-made bow was designed to fight the Great Calamity. Made with ancient technology, it boast a high rate of fire and firepower, but has a low durability.",Unknown,50 Attack
338,https://www.zeldadungeon.net/wiki/images/thumb/4/45/Hyrule-Compendium-Boko-Bow.png/72px-Hyrule-Compendium-Boko-Bow.png,Boko Bow,"A basic Bokoblin bow made from wood. It's made by taking any tree branch and just tying a string to either end, so don't expect much in the way of combat effectiveness.","Hyrule Field,West Necluda",4 Attack
339,https://www.zeldadungeon.net/wiki/images/thumb/4/46/Hyrule-Compendium-Spiked-Boko-Bow.png/72px-Hyrule-Compendium-Spiked-Boko-Bow.png,Spiked Boko Bow,"An upgraded Boko bow bound with animal bone to boost its durability and firepower. Its craftsmanship is sloppy, but it's light and easy to use.","Faron Grasslands,East Necluda",12 Attack
340,https://www.zeldadungeon.net/wiki/images/thumb/e/ee/Hyrule-Compendium-Dragon-Bone-Boko-Bow.png/72px-Hyrule-Compendium-Dragon-Bone-Boko-Bow.png,Dragon Bone Boko Bow,"A Boko bow reinforced by fossils. Bokoblins handpicked the materials it's made from, so it boasts a respectable firepower.","Hyrule Ridge,Hyrule Field",24 Attack
341,https://www.zeldadungeon.net/wiki/images/thumb/6/60/Hyrule-Compendium-Lizal-Bow.png/72px-Hyrule-Compendium-Lizal-Bow.png,Lizal Bow,A wooden bow created by Lizalfos. It's reinforced by the bones of a large fish - a marked improvement over any standard wooden bow.,"Lanayru Great Spring,Lanayru Wetlands",14 Attack
342,https://www.zeldadungeon.net/wiki/images/thumb/1/1a/Hyrule-Compendium-Strengthened-Lizal-Bow.png/72px-Hyrule-Compendium-Strengthened-Lizal-Bow.png,Strengthened Lizal Bow,"A Lizal bow with a grip reinforced by metal. The body is made from the branches of a flexible tree that grows near water, which offers some serious destructive power.","Tabantha Frontier,Gerudo Desert",25 Attack
343,https://www.zeldadungeon.net/wiki/images/thumb/1/1d/Hyrule-Compendium-Steel-Lizal-Bow.png/72px-Hyrule-Compendium-Steel-Lizal-Bow.png,Steel Lizal Bow,This bow is wielded by Lizalfos who are expert marksmen. The metal that reinforces much of the weapon adds some additional weight but offers heightened durability.,"Hebra Mountains,Akkala Highlands",36 Attack
344,https://www.zeldadungeon.net/wiki/images/thumb/5/5e/Hyrule-Compendium-Lynel-Bow.png/72px-Hyrule-Compendium-Lynel-Bow.png,Lynel Bow,"A Lynel-made bow crafted from rough metal. True to the vicious nature of Lynel weaponry, it fires a spread of multiple arrows at once. Ideal for taking down quick-moving targets.","Gerudo Highlands,Lanayru Great Spring",10 Attack
345,https://www.zeldadungeon.net/wiki/images/thumb/3/34/Hyrule-Compendium-Mighty-Lynel-Bow.png/72px-Hyrule-Compendium-Mighty-Lynel-Bow.png,Mighty Lynel Bow,"This massive Lynel bow sports a bowstring made from a metal so tough, mere Hylians have trouble drawing it back.","Hyrule Field,Deep Akkala",20 Attack
346,https://www.zeldadungeon.net/wiki/images/thumb/f/f3/Hyrule-Compendium-Savage-Lynel-Bow.png/72px-Hyrule-Compendium-Savage-Lynel-Bow.png,Savage Lynel Bow,This Lynel bow is made from a special steel found at the peak of Death Mountain. It has tremendous stopping power and can pierce think armor as easily as thin paper.,"Hebra Mountains,Hyrule Field",32 Attack
347,https://www.zeldadungeon.net/wiki/images/thumb/b/b9/Hyrule-Compendium-Duplex-Bow.png/72px-Hyrule-Compendium-Duplex-Bow.png,Duplex Bow,A bow favored by the skilled archers of the Yiga Clan. It's been engineered to fire two arrows at once to ensure your target comes to a swift a none-two-pleasant halt.,Gerudo Highlands,14 Attack
348,https://www.zeldadungeon.net/wiki/images/thumb/b/be/Hyrule-Compendium-Arrow.png/72px-Hyrule-Compendium-Arrow.png,Arrow,A common arrow. Its shaft was carved from the wood of a sturdy tree.,"Hyrule Field,Eldin Canyon",No additional effects
349,https://www.zeldadungeon.net/wiki/images/thumb/f/ff/Hyrule-Compendium-Fire-Arrow.png/72px-Hyrule-Compendium-Fire-Arrow.png,Fire Arrow,"An arrow imbued with the power of fire. It breaks apart on impact, igniting objects in the immediate area. It's incredibly effective against cold things.","Hyrule Field,Eldin Canyon","Additional Effects: Ignites flammable targets, causing extra damage."
350,https://www.zeldadungeon.net/wiki/images/thumb/2/2c/Hyrule-Compendium-Ice-Arrow.png/72px-Hyrule-Compendium-Ice-Arrow.png,Ice Arrow,"An arrow imbued with the power of ice. It breaks apart on impact, freezing objects in the immediate area. It's incredibly effective against hot things.","Hyrule Field,Hebra Mountains",Additional Effects: Freezes enemies in place.
351,https://www.zeldadungeon.net/wiki/images/thumb/2/2f/Hyrule-Compendium-Shock-Arrow.png/72px-Hyrule-Compendium-Shock-Arrow.png,Shock Arrow,"An arrow imbued with the power of electricity. It breaks apart on impact, channeling electricity into nearby objects. It's incredibly effective against metal or anything wet.","Lanayru Great Spring,Hyrule Field",Additional Effects: Electrocutes and disarms enemies.
352,https://www.zeldadungeon.net/wiki/images/thumb/7/70/Hyrule-Compendium-Bomb-Arrow.png/72px-Hyrule-Compendium-Bomb-Arrow.png,Bomb Arrow,"A powerful arrow designed to destroy monsters. The explosive powder packed into the tip ignites on impact, dealing massive damage to anything caught in the blast.","Hyrule Field,East Necluda","Additional Effects: Explodes on impact, dealing massive damage."
353,https://www.zeldadungeon.net/wiki/images/thumb/7/79/Hyrule-Compendium-Ancient-Arrow.png/72px-Hyrule-Compendium-Ancient-Arrow.png,Ancient Arrow,An arrow created using ancient technology. To be struck with one is to be consigned to oblivion in an instant. It deals devastating damage—even against Guardians.,Hyrule Field,Additional Effects: The ancient arrowhead deals massive damage.
354,https://www.zeldadungeon.net/wiki/images/thumb/7/70/Hyrule-Compendium-Hylian-Shield.png/72px-Hyrule-Compendium-Hylian-Shield.png,Hylian Shield,"A shield passes down through the Hylian royal family, along with the legend of the hero who wielded it. Its defensive capabilities and durability outshine all other shields.",Unknown,90 Shield Guard
355,https://www.zeldadungeon.net/wiki/images/thumb/6/6e/Hyrule-Compendium-Pot-Lid.png/72px-Hyrule-Compendium-Pot-Lid.png,Pot Lid,The lid of a large soup pot. It smells vaguely of poultry broth... Yum! It can take quite a beating before breaking.,"Hyrule Field,East Necluda",1 Shield Guard
356,https://www.zeldadungeon.net/wiki/images/thumb/d/db/Hyrule-Compendium-Wooden-Shield.png/72px-Hyrule-Compendium-Wooden-Shield.png,Wooden Shield,"This lightweight, simple shield is ideal for less-experienced fighters. It can withstand light attacks, but blocking stronger blows is not recommended.","Hyrule Field,East Necluda",2 Shield Guard
357,https://www.zeldadungeon.net/wiki/images/thumb/e/ed/Hyrule-Compendium-Emblazoned-Shield.png/72px-Hyrule-Compendium-Emblazoned-Shield.png,Emblazoned Shield,"This shield features a traditional design from Necluda. Its combat capabilities aren't much better than the standard wooden shield, but it found popularity for its design.","East Necluda,Hebra Mountains",3 Shield Guard
358,https://www.zeldadungeon.net/wiki/images/thumb/4/45/Hyrule-Compendium-Hunters-Shield.png/72px-Hyrule-Compendium-Hunters-Shield.png,Hunter's Shield,"Favored by hunters for its rabbit design, which is said to bring luck on hunts. It's easy to use, but its durability leaves something to be desired.","Hebra Mountains,Lanayru Wetlands",3 Shield Guard
359,https://www.zeldadungeon.net/wiki/images/thumb/3/3f/Hyrule-Compendium-Fishermans-Shield.png/72px-Hyrule-Compendium-Fishermans-Shield.png,Fisherman's Shield,"Often carried by fishermen for its fish design, which represents hope for a good catch. Its light wooden construction makes it convenient to take on a boat.","East Necluda,Hebra Mountains",3 Shield Guard
360,https://www.zeldadungeon.net/wiki/images/thumb/d/d1/Hyrule-Compendium-Travelers-Shield.png/72px-Hyrule-Compendium-Travelers-Shield.png,Traveler's Shield,A sturdy shield loved by many an adventurer. It is made of animal hide and sturdy wood and is best suited to defending against weak monsters or animals.,"Hyrule Field,West Necluda",4 Shield Guard
361,https://www.zeldadungeon.net/wiki/images/thumb/d/d6/Hyrule-Compendium-Soldiers-Shield.png/72px-Hyrule-Compendium-Soldiers-Shield.png,Soldier's Shield,"A shield once used by the guards of Hyrule Castle. It's easy to handle, but its core is made of wood, so it can catch fire.","Tabantha Frontier,Hyrule Field",16 Shield Guard
362,https://www.zeldadungeon.net/wiki/images/thumb/2/20/Hyrule-Compendium-Knights-Shield.png/72px-Hyrule-Compendium-Knights-Shield.png,Knight's Shield,"A shield favored by the knights who served the Hyrulean royal family. Its sturdy metal construction makes it quite durable, but its weight requires decent skill to wield.","Hebra Mountains,Eldin Mountains",40 Shield Guard
363,https://www.zeldadungeon.net/wiki/images/thumb/4/4e/Hyrule-Compendium-Royal-Shield.png/72px-Hyrule-Compendium-Royal-Shield.png,Royal Shield,"A shield issued to the Hyrulean royal family's immediate guard detail. It boasts a high defense, but these days it's more a collector's item due to its ornamentation.","Hyrule Field,Hebra Mountains",55 Shield Guard
364,https://www.zeldadungeon.net/wiki/images/thumb/e/e2/Hyrule-Compendium-Forest-Dwellers-Shield.png/72px-Hyrule-Compendium-Forest-Dwellers-Shield.png,Forest Dweller's Shield,"The Koroks made this shield specifically for Hylians. It's made from the finest hard wood of trees that only grow in the Korok forest, so it's sturdier than it looks.",Great Hyrule Forest,30 Shield Guard
365,https://www.zeldadungeon.net/wiki/images/thumb/e/e9/Hyrule-Compendium-Silver-Shield.png/72px-Hyrule-Compendium-Silver-Shield.png,Silver Shield,A Zora-made shield adorned with intricate ornamentation. It's said that true masters of this shield can redirect attacks as a rock redirects rushing water.,"Lanayru Great Spring,Lake Hylia",18 Shield Guard
366,https://www.zeldadungeon.net/wiki/images/thumb/3/3d/Hyrule-Compendium-Kite-Shield.png/72px-Hyrule-Compendium-Kite-Shield.png,Kite Shield,Rito warriors cherish this shield. Its unique shape is designed with mid-battle flight in mind to facilitate aerial combat.,"Hebra Mountains,Tabantha Frontier",14 Shield Guard
367,https://www.zeldadungeon.net/wiki/images/thumb/8/8e/Hyrule-Compendium-Gerudo-Shield.png/72px-Hyrule-Compendium-Gerudo-Shield.png,Gerudo Shield,The design of this metal shield has changed over time to match the Gerudo's sword-and-shield fighting style. It's favored by soldiers and travelers alike.,"Gerudo Desert,Gerudo Highlands",20 Shield Guard
368,https://www.zeldadungeon.net/wiki/images/thumb/c/c7/Hyrule-Compendium-Radiant-Shield.png/72px-Hyrule-Compendium-Radiant-Shield.png,Radiant Shield,This extravagant shield is presented to Gerudo warriors who rise to the rank of captain. Its apparent opulence is rivaled only by its combat capabilities.,"Gerudo Desert,Gerudo Highlands",35 Shield Guard
369,https://www.zeldadungeon.net/wiki/images/thumb/d/d7/Hyrule-Compendium-Daybreaker.png/72px-Hyrule-Compendium-Daybreaker.png,Daybreaker,This shield was cherished by the Gerudo Champion Urbosa. The gold used to make it was handpicked to ensure a design that is both lightweight and very durable.,Gerudo Desert,48 Shield Guard
